age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,prénom,téléphone
24,admin.,married,secondary,no,12569,yes,no,cellular,11,apr,251,1,-1,0,unknown,aries,3357577
53,technician,divorced,secondary,no,145,yes,no,unknown,16,oct,135,1,143,0,unknown,brande,3360235
34,management,divorced,secondary,no,217,no,no,cellular,10,may,224,2,-1,2,unknown,fausta,3350615
64,retired,married,primary,no,410,no,yes,cellular,18,may,808,1,128,0,failure,viorel,3356841
38,entrepreneur,married,secondary,no,-454,yes,yes,cellular,17,apr,256,1,-1,0,unknown,hai,3354861
53,management,married,primary,yes,3776,yes,no,cellular,3,apr,1120,3,-1,0,unknown,jacaline,3356425
39,services,single,tertiary,no,153,no,no,unknown,20,jun,142,2,-1,0,unknown,kaimana,3351616
33,unemployed,married,secondary,no,3411,no,no,unknown,4,feb,31,5,-1,7,unknown,enfys,3358399
43,management,single,secondary,no,163,yes,no,cellular,6,aug,158,1,-1,0,unknown,gösta,3357078
36,services,single,secondary,no,7290,no,no,cellular,16,nov,289,4,-1,0,failure,renate,3355637
34,student,single,secondary,no,2430,no,no,unknown,2,may,374,1,-1,1,unknown,opal,3356888
32,technician,married,tertiary,no,849,no,no,cellular,22,aug,725,3,187,0,unknown,theodosius,3355682
38,housemaid,married,secondary,no,314,yes,no,cellular,6,may,455,1,-1,4,unknown,elicia,3360912
30,services,single,secondary,no,94,no,no,cellular,24,apr,1101,1,181,0,unknown,sudhir,3359134
56,retired,married,secondary,no,221,no,no,cellular,14,jul,270,2,183,1,success,robyn,3352855
28,blue-collar,married,secondary,no,2044,yes,no,cellular,27,aug,115,1,-1,0,failure,keithia,3352699
41,technician,married,secondary,no,460,no,no,cellular,11,may,87,1,-1,4,unknown,prue,3355702
25,unknown,divorced,tertiary,no,33,yes,no,cellular,6,may,1063,4,275,2,unknown,roselyn,3355660
32,self-employed,married,secondary,no,4178,yes,yes,cellular,25,nov,64,1,279,0,unknown,dermot,3352660
30,technician,married,secondary,no,1374,no,no,cellular,20,apr,58,4,-1,0,other,phillis,3357414
41,entrepreneur,married,tertiary,no,399,no,no,cellular,2,aug,82,3,-1,0,success,emery,3352790
40,management,single,primary,no,160,no,yes,cellular,20,aug,253,3,-1,0,success,agamemnon,3356963
47,management,single,secondary,no,3067,yes,no,cellular,25,feb,1231,3,-1,0,unknown,jena,3356177
59,technician,married,secondary,no,1345,yes,no,cellular,11,jul,18,2,-1,0,unknown,alwilda,3350934
49,blue-collar,single,secondary,no,13,no,no,cellular,9,apr,286,4,-1,0,failure,terrence,3350835
41,blue-collar,divorced,primary,no,1561,no,no,cellular,20,jul,485,4,-1,0,unknown,torquil,3359455
38,services,single,secondary,no,656,no,no,telephone,16,nov,206,2,-1,0,unknown,firoz,3357465
50,management,married,secondary,no,29,yes,no,unknown,8,feb,1550,2,77,0,unknown,jaden,3354529
31,admin.,divorced,secondary,no,398,yes,no,cellular,5,may,1187,1,-1,0,failure,reinhard,3357447
33,retired,married,primary,no,3436,no,yes,cellular,19,apr,416,2,-1,1,other,laurits,3359066
30,admin.,single,secondary,no,3549,no,no,cellular,30,may,756,1,-1,0,unknown,desislav,3352400
34,technician,married,primary,no,395,no,no,telephone,15,aug,253,1,-1,1,unknown,cristal,3358463
40,management,married,secondary,no,4987,yes,no,cellular,5,nov,622,5,-1,0,unknown,lettie,3357945
35,technician,single,secondary,no,1384,no,no,telephone,13,aug,472,2,-1,2,failure,malie,3356004
53,services,married,tertiary,no,10576,yes,no,unknown,20,nov,72,2,-1,2,unknown,torbjörn,3359051
42,management,married,primary,no,74,no,no,cellular,13,mar,59,31,-1,0,unknown,harold,3355231
48,unemployed,single,primary,no,1279,yes,no,cellular,24,jun,240,5,-1,0,unknown,laila,3351276
40,blue-collar,married,tertiary,no,7766,yes,yes,cellular,5,may,293,4,-1,0,unknown,jason,3350888
52,blue-collar,married,secondary,no,1,yes,no,unknown,14,jul,122,1,-1,0,unknown,petera,3354020
30,entrepreneur,married,tertiary,no,71,no,no,cellular,6,nov,196,5,-1,1,unknown,aristocles,3351408
25,unemployed,married,secondary,no,62,no,no,cellular,11,jun,531,2,-1,0,failure,bethuel,3358660
36,services,married,secondary,no,315,no,no,cellular,7,jul,131,2,-1,0,unknown,toya,3359806
40,admin.,single,secondary,no,453,yes,no,cellular,16,nov,577,1,-1,4,unknown,hasim,3354155
58,blue-collar,single,tertiary,no,1477,yes,no,cellular,2,aug,691,1,-1,0,unknown,ermentraude,3358307
29,management,single,secondary,no,73,yes,no,unknown,11,may,102,3,-1,0,failure,nkosazana,3350140
55,housemaid,married,unknown,no,2284,no,yes,cellular,6,feb,39,1,-1,0,unknown,sunniva,3356970
56,entrepreneur,single,unknown,no,746,no,no,unknown,17,jun,324,1,-1,1,unknown,kristen (1),3352741
42,retired,married,secondary,no,60,yes,no,cellular,23,jul,117,8,-1,3,failure,devan,3358982
41,management,married,secondary,no,1537,yes,no,cellular,17,may,89,1,-1,0,other,gottfrid,3359805
34,technician,married,secondary,no,341,no,no,cellular,3,oct,129,3,-1,0,unknown,liboria,3358395
27,self-employed,single,tertiary,no,2,yes,no,cellular,7,may,167,1,177,0,success,keri,3353115
33,management,married,secondary,no,26,no,no,cellular,8,aug,504,1,92,0,unknown,hannu,3358421
34,technician,married,secondary,no,568,no,no,cellular,7,nov,351,4,-1,0,other,veronica,3355217
71,technician,single,secondary,no,961,no,no,unknown,16,aug,53,2,-1,0,unknown,fay,3360626
29,housemaid,single,secondary,no,771,yes,no,cellular,10,jan,456,1,-1,9,failure,gusta,3355229
30,blue-collar,married,primary,no,914,yes,yes,cellular,23,may,380,2,195,0,unknown,loris,3358166
63,technician,married,secondary,no,4574,yes,no,cellular,16,may,107,1,259,0,unknown,uranus,3357743
50,management,married,secondary,no,8781,no,no,cellular,21,aug,174,3,-1,0,unknown,edison,3353836
35,management,married,tertiary,yes,488,yes,no,unknown,28,jul,88,1,-1,0,unknown,columban,3360697
47,management,divorced,secondary,no,682,yes,no,cellular,18,aug,379,1,-1,0,failure,labhrainn,3356592
57,blue-collar,married,secondary,no,3713,no,yes,cellular,16,may,155,5,-1,2,failure,rabab,3351670
34,management,married,unknown,no,941,no,no,cellular,2,jul,292,3,-1,16,unknown,andriy,3358863
32,management,single,secondary,no,326,no,no,unknown,6,may,178,2,-1,1,unknown,letty,3357355
33,management,single,primary,no,2176,no,no,telephone,4,aug,338,1,190,0,failure,ezra,3353230
35,blue-collar,married,tertiary,no,3648,yes,no,cellular,20,feb,55,3,-1,0,unknown,elroy,3361044
32,management,single,tertiary,no,315,yes,no,cellular,14,jul,217,3,-1,6,unknown,szilárd,3358668
40,blue-collar,single,secondary,no,1348,yes,no,cellular,23,may,119,1,-1,0,unknown,desmond,3352017
54,technician,married,secondary,no,633,no,no,cellular,15,may,134,1,-1,0,success,óengus,3353441
53,entrepreneur,married,unknown,no,36,no,no,cellular,13,jul,533,1,87,0,unknown,madelaine,3355351
56,self-employed,single,tertiary,no,91,no,no,unknown,16,may,222,1,-1,0,success,sabine,3352650
59,retired,single,tertiary,no,4736,no,no,cellular,13,may,1133,2,-1,0,failure,riku,3355059
30,blue-collar,married,primary,no,559,no,no,cellular,6,mar,445,2,-1,0,unknown,sharron,3354433
52,blue-collar,single,secondary,no,53,yes,no,unknown,23,may,732,1,-1,6,other,declan,3352065
29,technician,married,secondary,no,1824,no,no,cellular,18,jun,268,1,-1,0,failure,hamon,3355616
32,blue-collar,married,secondary,no,598,yes,no,cellular,21,nov,619,30,-1,0,unknown,enrique,3352851
31,services,married,secondary,no,1685,no,no,cellular,9,jun,560,1,-1,0,unknown,jacinto,3359973
42,technician,single,secondary,no,370,no,no,unknown,15,jul,370,1,-1,0,success,vico,3352950
55,management,married,secondary,no,255,yes,no,cellular,26,jun,306,2,185,0,unknown,eustathios,3358295
51,technician,married,tertiary,no,12737,no,no,unknown,11,feb,45,2,-1,0,success,nerio,3358153
35,services,single,unknown,no,1146,no,no,cellular,7,jul,456,1,-1,0,unknown,liddy,3353198
34,blue-collar,married,tertiary,no,0,no,no,cellular,2,nov,226,1,-1,0,unknown,avi,3359921
44,management,married,secondary,no,73,yes,no,cellular,29,aug,30,1,357,0,failure,vincenc,3353310
38,housemaid,married,tertiary,no,3469,yes,no,unknown,4,aug,461,2,-1,0,unknown,cayley,3359872
29,entrepreneur,married,secondary,no,661,yes,no,cellular,2,feb,882,5,154,0,unknown,agata,3354421
83,retired,married,primary,no,-287,yes,no,cellular,25,feb,1112,1,-1,0,unknown,scilla,3353518
30,management,married,secondary,no,325,no,no,cellular,13,aug,169,2,-1,0,unknown,netuno,3351103
43,retired,divorced,secondary,no,2880,no,no,cellular,16,apr,494,1,-1,0,success,rashad,3356918
53,blue-collar,married,primary,no,881,yes,no,unknown,7,may,267,1,225,0,unknown,piety,3351055
32,services,married,tertiary,no,751,no,no,cellular,8,jun,297,2,195,0,failure,raja,3357678
40,management,married,secondary,no,733,no,no,cellular,12,apr,63,3,-1,0,other,andrej,3353218
28,admin.,divorced,primary,no,3221,yes,no,cellular,11,jul,296,1,-1,1,unknown,fabio,3357764
26,management,married,unknown,no,3431,no,no,cellular,4,may,276,1,-1,3,unknown,baptist,3354506
61,technician,married,secondary,no,138,no,no,telephone,11,may,450,1,338,0,unknown,onni,3356927
34,services,married,primary,no,911,no,no,cellular,26,mar,654,3,-1,0,other,romilda,3355676
40,housemaid,married,secondary,no,733,no,no,unknown,22,may,485,2,-1,0,unknown,tonia,3357054
35,blue-collar,divorced,secondary,no,622,yes,yes,telephone,12,may,71,2,-1,0,unknown,æsc,3353711
27,services,divorced,secondary,no,-330,no,yes,unknown,2,sep,811,1,-1,0,unknown,boitumelo,3350172
34,technician,single,secondary,no,4696,no,no,cellular,15,apr,1092,3,-1,0,unknown,josceline,3352861
37,services,married,tertiary,no,-247,yes,no,cellular,19,jul,406,2,-1,0,other,babajide,3353977
41,management,married,tertiary,no,-411,no,no,unknown,15,may,357,2,103,0,unknown,ferdinando,3354668
38,management,single,secondary,no,1519,yes,no,cellular,18,aug,114,1,188,0,failure,étienne,3360485
49,technician,single,tertiary,no,0,yes,no,cellular,25,dec,263,3,178,0,unknown,avner,3360977
30,services,married,secondary,no,1481,no,yes,cellular,16,nov,227,2,-1,2,unknown,tammie,3353845
39,blue-collar,married,tertiary,no,3735,yes,no,telephone,31,apr,14,2,-1,1,unknown,karita,3354254
38,unknown,married,secondary,no,4790,yes,no,unknown,7,oct,167,4,-1,0,unknown,qiu,3351588
46,retired,married,unknown,no,10250,no,no,unknown,12,jun,110,1,-1,0,unknown,amita,3352830
46,admin.,married,tertiary,no,3591,no,no,cellular,14,mar,148,1,-1,0,unknown,consolata,3352892
55,student,married,secondary,no,0,no,no,cellular,8,aug,92,1,-1,0,unknown,johano,3352810
54,management,single,tertiary,no,1106,yes,no,cellular,2,may,226,5,-1,0,unknown,beowulf,3358268
53,management,married,secondary,no,0,yes,yes,telephone,4,jun,182,1,189,0,unknown,spiridon,3350846
37,retired,single,secondary,no,176,no,yes,cellular,14,may,166,4,-1,0,success,finella,3356416
30,unemployed,single,primary,no,290,yes,no,unknown,30,jul,266,1,-1,0,unknown,margery,3353475
27,services,married,tertiary,no,224,yes,no,cellular,29,may,608,1,96,0,unknown,benedikte,3358220
37,self-employed,divorced,secondary,no,1000,yes,no,cellular,5,feb,566,1,-1,0,unknown,dione,3357331
30,management,divorced,secondary,no,0,no,no,unknown,13,jun,227,7,-1,0,unknown,alya,3360797
32,technician,married,tertiary,no,296,no,no,cellular,5,apr,994,6,-1,0,unknown,afra,3352670
60,services,married,secondary,no,160,yes,no,cellular,6,jun,57,4,-1,0,success,arttu,3356922
25,entrepreneur,married,secondary,no,1868,yes,no,unknown,29,jun,23,5,172,0,success,gerda,3352253
45,services,married,secondary,no,3326,yes,no,cellular,8,apr,99,1,-1,0,success,anisim,3351169
60,management,married,unknown,no,638,yes,no,cellular,16,may,209,2,-1,6,unknown,dominika,3353263
52,admin.,married,secondary,no,7195,no,no,cellular,20,apr,222,2,-1,0,unknown,marvyn,3351063
38,technician,single,secondary,no,294,no,no,unknown,19,jan,233,3,-1,1,unknown,norbert,3357110
27,management,married,primary,no,215,yes,no,unknown,28,jun,990,3,87,4,unknown,lux,3353856
27,admin.,married,tertiary,no,1705,yes,yes,cellular,2,mar,216,5,-1,1,unknown,brook,3360446
37,unemployed,married,secondary,no,1348,no,no,cellular,16,may,62,1,-1,0,failure,meinard,3357922
39,blue-collar,divorced,secondary,no,324,yes,no,unknown,30,sep,351,1,297,0,unknown,carmi,3355250
38,admin.,single,secondary,no,3413,no,no,cellular,13,may,91,1,-1,7,unknown,gergely,3358158
25,entrepreneur,single,tertiary,no,866,yes,no,cellular,24,feb,2053,1,-1,1,unknown,stavros,3358002
48,management,married,tertiary,no,572,no,no,telephone,13,may,817,1,-1,0,unknown,izabella,3352030
34,technician,single,secondary,no,396,yes,no,telephone,11,jun,236,1,-1,0,failure,shamira,3360406
51,admin.,married,secondary,no,51,no,no,cellular,5,dec,167,1,230,0,unknown,glaucio,3360695
29,retired,divorced,secondary,no,879,no,no,cellular,8,jan,43,1,-1,4,unknown,aron,3350066
27,services,single,primary,no,656,no,no,cellular,5,sep,176,1,-1,0,unknown,genoveffa,3354625
34,entrepreneur,divorced,tertiary,no,1655,yes,no,cellular,20,apr,347,3,-1,1,unknown,keane,3359076
24,management,single,tertiary,no,1466,yes,no,cellular,21,jun,481,5,-1,0,unknown,iida,3360675
39,management,single,secondary,no,0,yes,no,cellular,4,nov,74,1,-1,0,unknown,rachel,3350281
42,retired,single,primary,no,206,no,no,cellular,10,feb,82,2,-1,0,unknown,mahlah,3351828
73,technician,married,secondary,no,1189,no,no,unknown,18,jun,398,4,-1,0,unknown,krystof,3350086
33,entrepreneur,married,tertiary,no,-271,no,no,cellular,30,jun,187,1,-1,0,failure,giordano,3352189
34,entrepreneur,divorced,primary,no,707,no,no,unknown,6,feb,66,1,-1,0,unknown,gregory,3350173
47,technician,married,secondary,no,0,yes,no,telephone,13,may,772,2,-1,0,success,ozzie,3354809
31,technician,divorced,secondary,no,411,no,no,cellular,19,feb,467,3,119,0,unknown,morwenna,3353965
57,unemployed,married,primary,no,803,no,no,cellular,14,may,614,7,148,0,unknown,clifton,3360913
61,technician,single,primary,no,5806,yes,no,cellular,7,nov,118,1,-1,0,unknown,mitchell,3355207
31,blue-collar,single,secondary,no,661,no,no,unknown,17,feb,8,2,-1,0,unknown,fridtjof,3355175
43,self-employed,married,tertiary,no,-19,no,no,cellular,14,jun,692,2,-1,4,unknown,klementyna,3360430
57,housemaid,divorced,secondary,no,3518,no,no,cellular,9,jun,309,1,-1,1,other,iulia,3358415
38,housemaid,single,primary,no,615,yes,no,cellular,17,may,370,1,-1,0,unknown,khalilah,3357458
30,retired,married,secondary,no,22867,no,no,cellular,18,dec,252,1,-1,0,unknown,ignatius,3358086
27,management,single,secondary,no,893,no,no,cellular,5,nov,493,3,-1,0,unknown,candice,3350648
49,blue-collar,single,secondary,no,2000,yes,yes,cellular,26,may,186,2,-1,0,unknown,lothario,3357316
29,self-employed,married,primary,no,1515,yes,no,cellular,24,oct,146,1,-1,0,unknown,muhsin,3360434
38,management,single,secondary,no,1270,no,no,unknown,11,may,856,1,-1,0,unknown,margaréta,3357705
31,blue-collar,single,secondary,no,174,yes,no,cellular,31,jul,277,2,-1,0,unknown,klavdija,3358083
45,management,married,secondary,no,972,no,no,unknown,14,aug,147,1,-1,0,unknown,jerrie,3353238
54,management,married,secondary,no,686,yes,no,cellular,7,may,199,18,84,0,unknown,saveli,3354611
35,admin.,single,secondary,no,3027,no,no,unknown,4,jun,402,6,-1,5,unknown,akiva,3358564
26,services,divorced,tertiary,no,30,yes,no,cellular,1,nov,39,1,-1,0,unknown,till,3354364
52,technician,married,secondary,no,457,no,no,cellular,14,sep,878,4,-1,0,unknown,anastasie,3356599
76,technician,single,tertiary,no,1161,no,no,cellular,26,aug,232,1,-1,0,unknown,nkosana,3356658
46,technician,married,primary,no,581,no,no,cellular,1,aug,71,3,-1,0,unknown,cepheus,3359093
46,management,married,primary,no,1631,no,no,cellular,20,oct,150,1,97,1,unknown,qadir,3354939
30,services,single,secondary,no,2854,yes,no,unknown,20,mar,298,1,-1,0,unknown,jacoba,3353062
52,entrepreneur,single,secondary,no,5731,no,yes,cellular,27,jun,207,2,70,0,success,leolin,3360185
28,management,married,tertiary,no,332,no,no,cellular,9,may,507,1,-1,0,unknown,sandhya,3353165
30,services,married,secondary,no,1568,no,no,cellular,20,jun,138,1,-1,0,failure,pamela,3356252
42,management,married,secondary,no,-251,no,no,cellular,26,aug,1395,3,-1,1,unknown,ladislav,3350781
61,services,single,tertiary,no,185,yes,no,cellular,3,nov,124,2,-1,0,unknown,delroy,3353013
83,blue-collar,married,tertiary,no,794,yes,no,unknown,15,jun,471,2,-1,5,unknown,kwasi,3350235
32,management,single,tertiary,no,50,no,yes,cellular,19,jun,462,1,-1,1,unknown,cleveland,3359653
26,services,married,secondary,no,301,no,no,cellular,13,sep,75,5,-1,5,unknown,blaze,3360089
60,blue-collar,single,secondary,no,2158,no,no,cellular,30,may,270,2,90,0,success,lita,3352006
27,admin.,divorced,secondary,no,2887,no,no,cellular,1,may,42,1,-1,0,unknown,esmaralda,3358231
31,technician,married,tertiary,no,0,yes,no,unknown,16,aug,2653,9,-1,0,unknown,giles,3353534
27,management,single,primary,no,141,yes,no,cellular,30,may,771,4,-1,0,unknown,ora,3351068
36,blue-collar,single,secondary,no,5773,no,no,cellular,13,apr,835,1,-1,0,unknown,osbert,3360443
54,self-employed,single,tertiary,no,-179,no,no,cellular,15,jul,154,1,131,0,unknown,jamila,3359264
31,blue-collar,married,secondary,no,455,no,no,cellular,6,apr,83,4,-1,0,unknown,lyall,3359908
58,retired,divorced,secondary,no,817,yes,no,cellular,7,may,510,5,243,0,unknown,charlie,3352077
40,blue-collar,single,tertiary,no,11766,yes,no,cellular,31,jul,130,1,-1,0,unknown,parthenia,3350083
56,services,married,tertiary,no,3357,yes,yes,cellular,15,feb,755,4,-1,0,unknown,placid,3355891
46,technician,single,tertiary,no,2666,yes,no,cellular,3,may,274,6,-1,2,unknown,tivoli,3358551
37,services,single,primary,no,580,no,no,telephone,5,may,55,4,-1,0,unknown,agnessa,3351864
37,management,divorced,primary,no,22520,no,no,cellular,9,may,133,2,-1,0,unknown,varlam,3351932
30,entrepreneur,married,secondary,no,1518,yes,no,cellular,26,jun,104,1,-1,0,unknown,derval,3357045
58,blue-collar,married,secondary,no,147,yes,no,unknown,18,aug,77,1,-1,3,unknown,stéphanie,3353277
53,entrepreneur,married,secondary,no,2019,no,no,cellular,6,may,304,4,-1,6,other,célia,3350396
29,blue-collar,single,primary,no,4761,yes,no,cellular,9,jul,256,2,301,1,unknown,vid,3355360
33,blue-collar,married,secondary,no,659,yes,no,cellular,13,may,522,1,-1,4,unknown,faron,3354454
38,blue-collar,married,secondary,no,2038,no,no,cellular,16,jul,876,2,323,0,unknown,fairuza,3359608
44,housemaid,married,tertiary,no,215,no,no,cellular,12,may,1063,3,-1,0,success,madelina,3353736
34,management,married,secondary,no,1296,no,no,cellular,5,nov,162,1,-1,0,unknown,philipp,3360955
32,services,single,tertiary,no,8,no,yes,unknown,4,nov,281,4,184,4,success,husam,3350817
32,technician,single,tertiary,no,375,yes,no,unknown,8,jul,354,4,-1,0,unknown,gulzar,3361058
27,blue-collar,single,secondary,no,244,yes,no,cellular,18,may,1038,1,152,0,unknown,andronikos,3355827
25,blue-collar,married,secondary,no,2440,no,no,cellular,26,jul,384,2,-1,0,unknown,reuben,3350805
